attendance_id,date,status
A_2f0a54,2016-05-16,Present
A_927ca3,2016-05-17,Absent
A_3f6725,2016-05-18,Present
A_d99856,2016-05-19,Absent
A_03a227,2016-05-20,Present
A_31a79c,2016-05-23,Absent
A_33a7ef,2016-05-24,Present
A_71ac65,2016-05-25,Present
A_fc7881,2016-05-26,Present
A_45a618,2016-05-27,Present
A_1690ed,2016-05-31,Present
A_999b1c,2016-06-01,Present
A_142b10,2016-06-02,Present
A_5b85b1,2016-06-03,Present
A_827457,2016-06-06,Present
A_1a6552,2016-06-07,Present
A_1576a2,2016-06-08,Present
A_c3ac88,2016-06-09,Present
A_9c0b59,2015-08-24,Present
A_b19a74,2015-08-25,Present
A_45b7ae,2015-08-26,Present
A_0df958,2015-08-27,Present
A_8f9b72,2015-08-28,Present
A_1e060b,2015-08-31,Present
A_80a395,2015-09-01,Present
A_8c8f9b,2015-09-02,Present
A_72a13a,2015-09-03,Present
A_44a938,2015-09-04,Present
A_7549b4,2015-09-08,Present
A_dc0884,2015-09-09,Present
A_4eaf67,2015-09-10,Present
A_09464e,2015-09-11,Present
A_6da2d5,2015-09-14,Present
A_81c815,2015-09-15,Present
A_178cc4,2015-09-16,Present
A_b2adf2,2015-09-17,Present
A_8920f7,2015-09-18,Present
A_d92a04,2015-09-21,Present
A_98105c,2015-09-22,Present
A_3620e4,2015-09-23,Present
A_1826f6,2015-09-24,Present
A_c3d60f,2015-09-25,Present
A_a04aeb,2015-09-28,Present
A_9ed905,2015-09-29,Present
A_5ae84d,2015-09-30,Present
A_55b125,2015-10-01,Present
A_5cda65,2015-10-02,Present
A_15dce1,2015-10-05,Present
A_e359e2,2015-10-06,Present
A_007ba5,2015-10-07,Present
A_4cca66,2015-10-08,Present
A_4f932b,2015-10-12,Present
A_e220bf,2015-10-13,Present
A_270aaa,2015-10-14,Present
A_b6b6b1,2015-10-15,Present
A_9af296,2015-10-16,Present
A_1631dd,2015-10-19,Present
A_b92e05,2015-10-20,Present
A_a8ca49,2015-10-21,Present
A_d5fc14,2015-10-22,Present
A_f53b54,2015-10-23,Present
A_05fe1d,2015-10-26,Present
A_edce74,2015-10-27,Present
A_b553f9,2015-10-28,Present
A_293aad,2015-10-29,Present
A_06ae70,2015-10-30,Present
A_7a4748,2015-11-02,Present
A_7cf951,2015-11-03,Present
A_56e1da,2015-11-04,Present
A_10294e,2015-11-05,Present
A_5ffa21,2015-11-06,Present
A_793780,2015-11-09,Present
A_ab31d9,2015-11-10,Present
A_ec0704,2015-11-11,Present
A_cda64b,2015-11-12,Present
A_84bce1,2015-11-13,Present
A_f86079,2015-11-16,Present
A_9fda66,2015-11-17,Present
A_c879da,2015-11-18,Present
A_8be7f2,2015-11-19,Present
A_42babc,2015-11-20,Present
A_96822b,2015-11-23,Present
A_05bea9,2015-11-24,Present
A_5794d2,2015-11-25,Present
A_210da5,2015-11-30,Present
A_1f0583,2015-12-01,Present
A_f5c1a2,2015-12-02,Present
A_46dd41,2015-12-03,Present
A_ccfffc,2015-12-04,Present
A_c35f80,2015-12-07,Present
A_29e419,2015-12-08,Present
A_4022d3,2015-12-09,Present
A_8a815d,2015-12-10,Present
A_c21ba2,2015-12-11,Present
A_aa55eb,2015-12-14,Present
A_9661e2,2015-12-15,Present
A_3ab14c,2015-12-16,Present
A_5ec34c,2015-12-17,Present
A_66f46c,2015-12-18,Tardy
A_d73dcd,2016-01-05,Present
A_d60628,2016-01-06,Present
A_b6e8f5,2016-01-07,Present
A_033262,2016-01-08,Present
A_8cbf89,2016-01-11,Present
A_cd8171,2016-01-12,Present
A_2d6850,2016-01-13,Present
A_bada35,2016-01-14,Present
A_7c7dd5,2016-01-15,Present
A_d9e3fe,2016-01-19,Present
A_6b12b5,2016-01-20,Present
A_41a35f,2016-01-21,Present
A_8496ba,2016-01-22,Present
A_7fa015,2016-01-25,Present
A_fe3ae9,2016-01-26,Present
A_9f58a8,2016-01-27,Present
A_5ce2f5,2016-01-28,Present
A_27c394,2016-01-29,Present
A_dd3644,2016-02-01,Present
A_ff68c4,2016-02-02,Present
A_b2d616,2016-02-03,Present
A_ca5efc,2016-02-04,Present
A_23dea7,2016-02-05,Present
A_bf27f5,2016-02-08,Tardy
A_ac8bda,2016-02-09,Present
A_6b6357,2016-02-10,Present
A_1e415a,2016-02-11,Present
A_453a6e,2016-02-12,Present
A_e5930f,2016-02-16,Present
A_166e39,2016-02-17,Present
A_3986ff,2016-02-18,Present
A_fc2306,2016-02-19,Present
A_a2387f,2016-02-22,Present
A_34fa26,2016-02-23,Present
A_f8e1e1,2016-02-24,Present
A_b2938f,2016-02-25,Present
A_83216f,2016-02-26,Present
A_d40ce8,2016-02-29,Present
A_730485,2016-03-01,Present
A_130cb1,2016-03-02,Present
A_71c38c,2016-03-03,Present
A_e9d072,2016-03-04,Present
A_068426,2016-03-07,Present
A_e3abae,2016-03-08,Present
A_69ac17,2016-03-09,Present
A_fcc0e5,2016-03-10,Present
A_e8f010,2016-03-11,Present
A_093d5e,2016-03-14,Present
A_ce1caf,2016-03-15,Present
A_f971c2,2016-03-16,Present
A_b446a9,2016-03-17,Tardy
A_87368c,2016-03-18,Present
A_9cc2c4,2016-03-21,Present
A_9d5435,2016-03-22,Present
A_f95ce7,2016-03-23,Present
A_1cd639,2016-03-24,Present
A_8a440f,2016-03-25,Present
A_30c3df,2016-04-04,Present
A_539ca5,2016-04-05,Present
A_d06497,2016-04-06,Present
A_42ba9d,2016-04-07,Present
A_71b230,2016-04-08,Present
A_2713d1,2016-04-11,Present
A_aadd88,2016-04-12,Present
A_6438f8,2016-04-13,Present
A_edc6ab,2016-04-14,Present
A_aac3d6,2016-04-15,Present
A_63a12a,2016-04-18,Present
A_dda956,2016-04-19,Present
A_af5448,2016-04-20,Present
A_c62cb8,2016-04-21,Present
A_c318ba,2016-04-22,Present
A_fd9295,2016-04-25,Present
A_9b6a1a,2016-04-26,Present
A_88bb87,2016-04-27,Present
A_44f807,2016-04-28,Present
A_bc434e,2016-04-29,Present
A_de0ce2,2016-05-02,Present
A_96a440,2016-05-03,Present
A_ae77ce,2016-05-04,Present
A_bc3965,2016-05-05,Present
A_2f9e3f,2016-05-06,Present
A_6225b7,2016-05-09,Present
A_c7680b,2016-05-10,Present
A_59f7c6,2016-05-11,Present
A_4e2e4a,2016-05-12,Present
A_c78595,2016-05-13,Present
A_e2e036,2016-05-16,Present
A_be80b9,2016-05-17,Present
A_024285,2016-05-18,Present
A_8a488d,2016-05-19,Present
A_2c8af3,2016-05-20,Present
A_06d5eb,2016-05-23,Present
A_c202b5,2016-05-24,Present
A_ef02da,2016-05-25,Present
A_b05a44,2016-05-26,Present
A_424310,2016-05-27,Present
A_b4861c,2016-05-31,Present
A_327f9f,2016-06-01,Present
A_5a1491,2016-06-02,Present
A_d314c6,2016-06-03,Present
A_285945,2016-06-06,Present
A_f099de,2016-06-07,Present
A_84ff67,2016-06-08,Present
A_a888d4,2016-06-09,Present
A_7c1122,2015-08-24,Present
A_277a3a,2015-08-25,Present
A_f980cd,2015-08-26,Present
A_dddef5,2015-08-27,Absent
A_04b9b5,2015-08-28,Present
A_1c1783,2015-08-31,Present
A_88025a,2015-09-01,Present
A_f77584,2015-09-02,Present
A_713dae,2015-09-03,Present
A_217717,2015-09-04,Absent
A_76a3ee,2015-09-08,Present
A_90afec,2015-09-09,Present
A_1cd9b1,2015-09-10,Present
A_b0d3c1,2015-09-11,Present
A_b3ce76,2015-09-14,Present
A_04b7ea,2015-09-15,Present
A_b40f09,2015-09-16,Absent
A_7eadbb,2015-09-17,Present
A_fb9406,2015-09-18,Present
A_c18c42,2015-09-21,Present
A_f56e72,2015-09-22,Present
A_add370,2015-09-23,Present
A_d7a8d1,2015-09-24,Present
A_d16062,2015-09-25,Present
A_c346c9,2015-09-28,Present
A_b02217,2015-09-29,Present
A_9bcb2c,2015-09-30,Present
A_b094b0,2015-10-01,Present
A_e03fa0,2015-10-02,Present
A_d8d341,2015-10-05,Present
A_2ee0cf,2015-10-06,Present
A_6e1d17,2015-10-07,Present
A_03403b,2015-10-08,Present
A_d50e53,2015-10-12,Present
A_1fc453,2015-10-13,Present
A_f8f8f1,2015-10-14,Present
A_f16ea1,2015-10-15,Present
A_62a004,2015-10-16,Absent
A_dbeb28,2015-10-19,Present
A_f9e50c,2015-10-20,Present
A_ae394e,2015-10-21,Present
A_b297eb,2015-10-22,Present
A_22c3a0,2015-10-23,Present
A_c18697,2015-10-26,Present
A_68f924,2015-10-27,Present
A_00d028,2015-10-28,Present
A_b6bb15,2015-10-29,Present
A_db5b42,2015-10-30,Present
A_a2947d,2015-11-02,Present
A_c0ce2c,2015-11-03,Present
A_4fb0b4,2015-11-04,Present
A_69d008,2015-11-05,Present
A_4bc2eb,2015-11-06,Present
A_f1e6d1,2015-11-09,Present
A_68eea1,2015-11-10,Present
A_8375e4,2015-11-11,Present
A_c20e95,2015-11-12,Present
A_05b07c,2015-11-13,Present
A_6585e5,2015-11-16,Present
A_1da898,2015-11-17,Present
A_851fcc,2015-11-18,Present
A_f8968e,2015-11-19,Present
A_f5a250,2015-11-20,Present
A_493626,2015-11-23,Present
A_95e8ba,2015-11-24,Tardy
A_234795,2015-11-25,Absent
A_ce31f5,2015-11-30,Present
A_d284f3,2015-12-01,Present
A_08fe90,2015-12-02,Present
A_25f5ed,2015-12-03,Present
A_ce8203,2015-12-04,Present
A_eab897,2015-12-07,Present
A_b43975,2015-12-08,Present
A_aebab0,2015-12-09,Present
A_d54646,2015-12-10,Present
A_ae0f23,2015-12-11,Present
A_d731ad,2015-12-14,Present
A_5b9bc4,2015-12-15,Present
A_f9586e,2015-12-16,Present
A_cc4765,2015-12-17,Present
A_b2c8a3,2015-12-18,Absent
A_b19c59,2016-01-05,Present
A_b578e6,2016-01-06,Absent
A_2d7610,2016-01-07,Present
A_79d452,2016-01-08,Present
A_5139dd,2016-01-11,Present
A_43e24d,2016-01-12,Present
A_d0401c,2016-01-13,Present
A_d8e962,2016-01-14,Present
A_6b9a88,2016-01-15,Present
A_0b3fb0,2016-01-19,Present
A_94d89d,2016-01-20,Present
A_310393,2016-01-21,Present
A_fd3e78,2016-01-22,Present
A_c87bf3,2016-01-25,Present
A_8f812c,2016-01-26,Present
A_054671,2016-01-27,Present
A_d947e0,2016-01-28,Present
A_69fda5,2016-01-29,Present
A_e419e0,2016-02-01,Present
A_73f251,2016-02-02,Present
A_a6dbcb,2016-02-03,Present
A_011def,2016-02-04,Present
A_a7bac8,2016-02-05,Present
A_a9c82e,2016-02-08,Present
A_8c3d0a,2016-02-09,Present
A_34d823,2016-02-10,Present
A_1aeb43,2016-02-11,Present
A_597ad7,2016-02-12,Present
A_ca5af0,2016-02-16,Present
A_78dee5,2016-02-17,Present
A_a244e5,2016-02-18,Present
A_a07130,2016-02-19,Present
A_b9aa2c,2016-02-22,Present
A_269d8a,2016-02-23,Present
A_9c2bf3,2016-02-24,Present
A_084015,2016-02-25,Present
A_8747ed,2016-02-26,Present
A_178fde,2016-02-29,Present
A_0f47fa,2016-03-01,Present
A_3d649e,2016-03-02,Present
A_021832,2016-03-03,Present
A_0adddf,2016-03-04,Present
A_ae8bc7,2016-03-07,Tardy
A_53b59b,2016-03-08,Present
A_4e703d,2016-03-09,Present
A_bec8c9,2016-03-10,Present
A_23b053,2016-03-11,Present
A_d95262,2016-03-14,Present
A_696346,2016-03-15,Present
A_eeb356,2016-03-16,Present
A_8ad94e,2016-03-17,Present
A_af1ba8,2016-03-18,Present
A_e01da4,2016-03-21,Present
A_017ea2,2016-03-22,Present
A_25fa46,2016-03-23,Present
A_8d54ee,2016-03-24,Present
A_96a79c,2016-03-25,Present
A_783ed0,2016-04-04,Present
A_870b51,2016-04-05,Present
A_b55ac2,2016-04-06,Present
A_a8bbbf,2016-04-07,Present
A_1ffd58,2016-04-08,Present
A_f0ce0e,2016-04-11,Present
A_bf8a32,2016-04-12,Present
A_2e5f96,2016-04-13,Present
A_c4dc85,2016-04-14,Present
A_b9a850,2016-04-15,Present
A_79075a,2016-04-18,Tardy
A_abe2ae,2016-04-19,Present
A_f9a6cc,2016-04-20,Present
A_1a3a87,2016-04-21,Present
A_bcce09,2016-04-22,Present
A_614632,2016-04-25,Present
A_7a0aa8,2016-04-26,Present
A_920e6a,2016-04-27,Present
A_ab3539,2016-04-28,Absent
A_09de05,2016-04-29,Present
A_690ade,2016-05-02,Present
A_ec8b24,2016-05-03,Present
A_9c66af,2016-05-04,Present
A_110dd1,2016-05-05,Present
A_f6a7e6,2016-05-06,Present
A_9b29ff,2016-05-09,Present
A_b3c0eb,2016-05-10,Present
A_754c2c,2016-05-11,Present
A_0f2195,2016-05-12,Present
A_257da7,2016-05-13,Absent
A_cf62b8,2016-05-16,Present
A_f43836,2016-05-17,Present
A_53c405,2016-05-18,Present
A_608873,2016-05-19,Present
A_3d330f,2016-05-20,Present
A_967597,2016-05-23,Present
A_b7287d,2016-05-24,Present
A_709088,2016-05-25,Present
A_43fede,2016-05-26,Present
A_fadb3f,2016-05-27,Present
A_1e3a14,2016-05-31,Present
A_12eaff,2016-06-01,Present
A_8a0047,2016-06-02,Present
A_6d5cc1,2016-06-03,Present
A_7a3f24,2016-06-06,Present
A_ebc87a,2016-06-07,Present
A_8957c3,2016-06-08,Present
A_5a53a7,2016-06-09,Present
A_9ac5fb,2015-08-24,Present
A_7cfcf1,2015-08-25,Absent
A_1bb4da,2015-08-26,Present
A_38f8fb,2015-08-27,Present
A_d2f839,2015-08-28,Present
A_f88d87,2015-08-31,Tardy
A_21e66d,2015-09-01,Present
A_a50ecd,2015-09-02,Present
A_5b4e32,2015-09-03,Present
A_a740b9,2015-09-04,Absent
A_9c3e5c,2015-09-08,Present
A_b9e3d9,2015-09-09,Absent
A_c3ddb9,2015-09-10,Present
A_3bf568,2015-09-11,Present
A_607295,2015-09-14,Present
A_ac5e22,2015-09-15,Present
A_b262e8,2015-09-16,Present
A_fd8505,2015-09-17,Present
A_bbd223,2015-09-18,Present
A_773ad4,2015-09-21,Present
A_a3a916,2015-09-22,Absent
A_84055c,2015-09-23,Present
A_7716d2,2015-09-24,Absent
A_3c0cd9,2015-09-25,Present
A_316b0b,2015-09-28,Present
A_fb94b2,2015-09-29,Present
A_ea856f,2015-09-30,Present
A_2fa97e,2015-10-01,Present
A_4d6267,2015-10-02,Present
A_b352c6,2015-10-05,Present
A_6378d7,2015-10-06,Present
A_3aebf0,2015-10-07,Present
A_e9b230,2015-10-08,Present
A_9e78f3,2015-10-12,Present
A_a875b2,2015-10-13,Present
A_125d23,2015-10-14,Present
A_f0d938,2015-10-15,Present
A_7ce686,2015-10-16,Absent
A_dabe7f,2015-10-19,Absent
A_f04e51,2015-10-20,Present
A_712fdf,2015-10-21,Present
A_c7396a,2015-10-22,Present
A_67f5f6,2015-10-23,Present
A_a3a79c,2015-10-26,Present
A_e42a75,2015-10-27,Present
A_07f966,2015-10-28,Present
A_3d6959,2015-10-29,Present
A_e8cf50,2015-10-30,Present
A_c75753,2015-11-02,Present
A_d59e6a,2015-11-03,Present
A_c3d4eb,2015-11-04,Present
A_21b089,2015-11-05,Present
A_09ff6e,2015-11-06,Present
A_5968e9,2015-11-09,Present
A_ddeeba,2015-11-10,Present
A_418bdf,2015-11-11,Present
A_22cbf9,2015-11-12,Present
A_89887b,2015-11-13,Present
A_455601,2015-11-16,Present
A_58ea65,2015-11-17,Present
A_f1d579,2015-11-18,Present
A_b08a63,2015-11-19,Present
A_7aea0d,2015-11-20,Absent
A_366f4a,2015-11-23,Present
A_0feec6,2015-11-24,Present
A_bb94aa,2015-11-25,Present
A_fa8792,2015-11-30,Present
A_fba08f,2015-12-01,Present
A_2ead7b,2015-12-02,Present
A_b8f475,2015-12-03,Present
A_98e9c7,2015-12-04,Present
A_5897e7,2015-12-07,Present
A_6c0a93,2015-12-08,Present
A_5e63c9,2015-12-09,Present
A_783940,2015-12-10,Present
A_f3d569,2015-12-11,Present
A_435a52,2015-12-14,Present
A_cebd0e,2015-12-15,Present
A_4a7760,2015-12-16,Present
A_c62c7f,2015-12-17,Present
A_0b6bb2,2015-12-18,Present
A_feff21,2016-01-05,Present
A_2e7ed2,2016-01-06,Absent
A_cd829a,2016-01-07,Present
A_70eca2,2016-01-08,Present
A_8f4a87,2016-01-11,Present
A_c384c4,2016-01-12,Present
A_aeb7cd,2016-01-13,Present
A_72361a,2016-01-14,Present
A_733158,2016-01-15,Present
A_7ec53f,2016-01-19,Present
A_a73424,2016-01-20,Present
A_740aac,2016-01-21,Present
A_0689cb,2016-01-22,Present
A_22a595,2016-01-25,Tardy
A_85cdda,2016-01-26,Present
A_2352f7,2016-01-27,Tardy
A_0e3102,2016-01-28,Present
A_fdc292,2016-01-29,Present
A_395baf,2016-02-01,Present
A_376513,2016-02-02,Present
A_f8a9af,2016-02-03,Present
A_524f60,2016-02-04,Present
A_6d1a75,2016-02-05,Present
A_d7a43e,2016-02-08,Present
A_249d93,2016-02-09,Present
A_1ed187,2016-02-10,Present
A_8cdb98,2016-02-11,Present
A_7ea62c,2016-02-12,Present
A_97075e,2016-02-16,Present
A_251040,2016-02-17,Present
A_301372,2016-02-18,Present
A_2ba6b4,2016-02-19,Present
A_d15df4,2016-02-22,Present
A_6d561a,2016-02-23,Present
A_cff58a,2016-02-24,Present
A_f7c185,2016-02-25,Absent
A_182400,2016-02-26,Present
A_36e1b5,2016-02-29,Present
A_2b08df,2016-03-01,Present
A_d866fd,2016-03-02,Present
A_6b817a,2016-03-03,Present
A_b740f8,2016-03-04,Present
A_ad5271,2016-03-07,Present
A_a781e0,2016-03-08,Present
A_1d169d,2016-03-09,Present
A_b54090,2016-03-10,Present
A_9fb458,2016-03-11,Present
A_e1722d,2016-03-14,Present
A_0dd68a,2016-03-15,Absent
A_a7fdd3,2016-03-16,Present
A_6d48f4,2016-03-17,Present
A_cc73a3,2016-03-18,Present
A_fe2b8b,2016-03-21,Present
A_caf776,2016-03-22,Present
A_918877,2016-03-23,Present
A_ca8632,2016-03-24,Present
A_041a17,2016-03-25,Present
A_091b1e,2016-04-04,Present
A_5af78a,2016-04-05,Present
A_9418ce,2016-04-06,Present
A_b8b84c,2016-04-07,Present
A_da119c,2016-04-08,Present
A_264866,2016-04-11,Present
A_86fd2a,2016-04-12,Absent
A_76f501,2016-04-13,Present
A_965b9f,2016-04-14,Present
A_413561,2016-04-15,Present
A_b15c0d,2016-04-18,Present
A_a6645f,2016-04-19,Present
A_9c464f,2016-04-20,Present
A_be308e,2016-04-21,Present
A_08cafe,2016-04-22,Absent
A_a56f4a,2016-04-25,Present
A_9e2120,2016-04-26,Present
A_dc340a,2016-04-27,Tardy
A_596d5b,2016-04-28,Present
A_a46c26,2016-04-29,Present
A_faf8fe,2016-05-02,Present
A_8f7fde,2016-05-03,Present
A_3cf3cb,2016-05-04,Tardy
A_fcc3d1,2016-05-05,Present
A_f5a091,2016-05-06,Present
A_6913e2,2016-05-09,Present
A_7732c6,2016-05-10,Absent
A_71cdc4,2016-05-11,Present
A_2e1dd5,2016-05-12,Present
A_020933,2016-05-13,Present
A_5c3bd1,2016-05-16,Present
A_92390b,2016-05-17,Present
A_e252cc,2016-05-18,Present
A_9700a6,2016-05-19,Present
A_a92de1,2016-05-20,Present
A_3ca008,2016-05-23,Present
A_8cdf96,2016-05-24,Present
A_c94b1e,2016-05-25,Present
A_8fb170,2016-05-26,Present
A_b653df,2016-05-27,Present
A_94c3cf,2016-05-31,Absent
A_19b113,2016-06-01,Present
A_212f39,2016-06-02,Present
A_25e50b,2016-06-03,Present
A_0602c4,2016-06-06,Present
A_a42fa7,2016-06-07,Present
A_81ca08,2016-06-08,Present
A_988f82,2016-06-09,Present
A_5aeb2b,2015-08-24,Absent
A_81502c,2015-08-25,Absent
A_2a2447,2015-08-26,Present
A_eb6409,2015-08-27,Present
A_38c333,2015-08-28,Present
A_2892f0,2015-08-31,Present
A_d029b3,2015-09-01,Present
A_ca0c40,2015-09-02,Present
A_4afb8e,2015-09-03,Present
A_6eb5e1,2015-09-04,Present
A_a83516,2015-09-08,Present
A_155bcf,2015-09-09,Present
A_15c870,2015-09-10,Absent
A_bc940a,2015-09-11,Present
A_b18117,2015-09-14,Present
A_df122c,2015-09-15,Present
A_23956d,2015-09-16,Present
A_1c2e49,2015-09-17,Present
A_c4fa9f,2015-09-18,Present
A_e12330,2015-09-21,Present
A_e92e6d,2015-09-22,Present
A_38524c,2015-09-23,Present
A_e36156,2015-09-24,Present
A_27dff5,2015-09-25,Present
A_5fc7b5,2015-09-28,Present
A_968225,2015-09-29,Present
A_055fce,2015-09-30,Present
A_a576b9,2015-10-01,Present
A_454096,2015-10-02,Present
A_b1fe8e,2015-10-05,Present
A_f5937b,2015-10-06,Present
A_a1495b,2015-10-07,Present
A_2c70a1,2015-10-08,Present
A_220efc,2015-10-12,Present
A_10f843,2015-10-13,Present
A_cb1410,2015-10-14,Present
A_d503ce,2015-10-15,Present
A_e65eaa,2015-10-16,Present
A_a80570,2015-10-19,Present
A_cb05dc,2015-10-20,Present
A_177d76,2015-10-21,Present
A_d3019d,2015-10-22,Present
A_407744,2015-10-23,Present
A_e496cd,2015-10-26,Present
A_cbd646,2015-10-27,Present
A_d95f50,2015-10-28,Present
A_8e956a,2015-10-29,Present
A_26ef3c,2015-10-30,Present
A_188cd2,2015-11-02,Present
A_99f5ff,2015-11-03,Present
A_84271d,2015-11-04,Present
A_ec1cb3,2015-11-05,Present
A_630b50,2015-11-06,Present
A_b16438,2015-11-09,Present
A_6a2226,2015-11-10,Present
A_e6858a,2015-11-11,Present
A_294b53,2015-11-12,Present
A_311d92,2015-11-13,Present
A_87de8b,2015-11-16,Present
A_086921,2015-11-17,Present
A_900140,2015-11-18,Present
A_c51e2b,2015-11-19,Present
A_6ae9fe,2015-11-20,Present
A_7d3767,2015-11-23,Present
A_4c46dc,2015-11-24,Present
A_49870e,2015-11-25,Present
A_9e0d28,2015-11-30,Present
A_de3a8d,2015-12-01,Present
A_5700c7,2015-12-02,Present
A_81ce5d,2015-12-03,Present
A_90a817,2015-12-04,Present
A_1006db,2015-12-07,Present
A_b592b3,2015-12-08,Tardy
A_2e0e61,2015-12-09,Present
A_74c9f0,2015-12-10,Present
A_b33997,2015-12-11,Present
A_233a62,2015-12-14,Present
A_29b54d,2015-12-15,Present
A_daf25d,2015-12-16,Present
A_aa37ba,2015-12-17,Present
A_9247d9,2015-12-18,Present
A_1cd8f1,2016-01-05,Absent
A_8e3d35,2016-01-06,Present
A_aea5b5,2016-01-07,Present
A_8f5bae,2016-01-08,Present
A_2bfae3,2016-01-11,Present
A_891008,2016-01-12,Present
A_d1b41e,2016-01-13,Present
A_60bcc4,2016-01-14,Present
A_7047f0,2016-01-15,Present
A_49e23f,2016-01-19,Absent
A_0237b2,2016-01-20,Present
A_2ba221,2016-01-21,Present
A_ef7347,2016-01-22,Present
A_2801e9,2016-01-25,Present
A_7b5299,2016-01-26,Present
A_81127d,2016-01-27,Present
A_6e128e,2016-01-28,Present
A_d651a1,2016-01-29,Present
A_fb9096,2016-02-01,Present
A_62d1c9,2016-02-02,Present
A_b674d2,2016-02-03,Present
A_c35392,2016-02-04,Present
A_2e266e,2016-02-05,Present
A_f44f29,2016-02-08,Present
A_d225ab,2016-02-09,Present
A_0bc325,2016-02-10,Present
A_ad7e3f,2016-02-11,Present
A_6910c3,2016-02-12,Present
A_9cc12f,2016-02-16,Present
A_e29cef,2016-02-17,Present
A_5fb5b4,2016-02-18,Present
A_dcb68d,2016-02-19,Absent
A_812576,2016-02-22,Present
A_a4ca8c,2016-02-23,Absent
A_db7842,2016-02-24,Present
A_2393b6,2016-02-25,Present
A_148c7b,2016-02-26,Present
A_10ee8d,2016-02-29,Present
A_74efe0,2016-03-01,Present
A_d0929d,2016-03-02,Present
A_7bb92e,2016-03-03,Present
A_e2bce6,2016-03-04,Present
A_6f0323,2016-03-07,Present
A_8719e3,2016-03-08,Present
A_013257,2016-03-09,Present
A_0077e8,2016-03-10,Present
A_190361,2016-03-11,Present
A_b7825c,2016-03-14,Present
A_83f5a5,2016-03-15,Present
A_6f8cdd,2016-03-16,Present
A_5f4e75,2016-03-17,Absent
A_3144d7,2016-03-18,Present
A_73d073,2016-03-21,Present
A_1689cc,2016-03-22,Present
A_473c42,2016-03-23,Present
A_1e0c1e,2016-03-24,Present
A_d4730a,2016-03-25,Absent
A_a6812b,2016-04-04,Present
A_e435a2,2016-04-05,Present
A_baad81,2016-04-06,Present
A_6279d8,2016-04-07,Present
A_4e9ad4,2016-04-08,Present
A_2b4e23,2016-04-11,Present
A_e9043e,2016-04-12,Present
A_f9d074,2016-04-13,Present
A_fba776,2016-04-14,Present
A_655841,2016-04-15,Present
A_3a405d,2016-04-18,Present
A_83cfb0,2016-04-19,Present
A_af800b,2016-04-20,Present
A_c80540,2016-04-21,Present
A_5f0d67,2016-04-22,Tardy
A_1f60e7,2016-04-25,Present
A_1ae566,2016-04-26,Present
A_88c0bc,2016-04-27,Present
A_248614,2016-04-28,Present
A_78adea,2016-04-29,Present
A_e45c24,2016-05-02,Present
A_c07cde,2016-05-03,Present
A_134140,2016-05-04,Absent
A_24e0d8,2016-05-05,Present
A_4fd907,2016-05-06,Present
A_c509e0,2016-05-09,Absent
A_6bbe08,2016-05-10,Present
A_52e8ea,2016-05-11,Present
A_507b84,2016-05-12,Present
A_24c308,2016-05-13,Present
A_34117f,2016-05-16,Present
A_58e4c0,2016-05-17,Present
A_c878c1,2016-05-18,Present
A_a21d36,2016-05-19,Present
A_1ebb83,2016-05-20,Absent
A_8481b5,2016-05-23,Present
A_7a585e,2016-05-24,Present
A_5e620a,2016-05-25,Absent
A_68d06e,2016-05-26,Absent
A_f3d631,2016-05-27,Present
A_453cb0,2016-05-31,Present
A_070ec5,2016-06-01,Present
A_c80117,2016-06-02,Present
A_ac662a,2016-06-03,Present
A_527720,2016-06-06,Present
A_77f8ff,2016-06-07,Present
A_3316d6,2016-06-08,Present
A_d33930,2016-06-09,Absent
A_744378,2015-08-24,Present
A_b0c8e7,2015-08-25,Present
A_5e3d96,2015-08-26,Present
A_74d769,2015-08-27,Present
A_6ecea5,2015-08-28,Present
A_fd9e72,2015-08-31,Present
A_d92ce4,2015-09-01,Present
A_355ce6,2015-09-02,Present
A_8e3172,2015-09-03,Present
A_a01f74,2015-09-04,Present
A_2e3109,2015-09-08,Present
A_c68e72,2015-09-09,Present
A_b9ee99,2015-09-10,Present
A_33e164,2015-09-11,Present
A_55583a,2015-09-14,Present
A_512498,2015-09-15,Present
A_9eb96f,2015-09-16,Present
A_516751,2015-09-17,Present
A_eac834,2015-09-18,Present
A_c47e6e,2015-09-21,Present
A_bf40de,2015-09-22,Present
A_20b406,2015-09-23,Present
A_9c78e0,2015-09-24,Present
A_2c5bd8,2015-09-25,Present
A_196dd7,2015-09-28,Present
A_0dc455,2015-09-29,Present
A_602353,2015-09-30,Present
A_9e7d0a,2015-10-01,Present
A_c57fcb,2015-10-02,Present
A_34ddf6,2015-10-05,Present
A_567e9f,2015-10-06,Present
A_d07aa5,2015-10-07,Present
A_0265c1,2015-10-08,Present
A_bca276,2015-10-12,Present
A_7a6a9d,2015-10-13,Tardy
A_bdaa3f,2015-10-14,Present
A_425d38,2015-10-15,Present
A_c1f568,2015-10-16,Present
A_0b83b8,2015-10-19,Present
A_54b4e1,2015-10-20,Present
A_cecd52,2015-10-21,Present
A_625ace,2015-10-22,Present
A_bc982c,2015-10-23,Present
A_da48ae,2015-10-26,Present
A_cbefe2,2015-10-27,Present
A_d82e0e,2015-10-28,Present
A_1a17e5,2015-10-29,Present
A_35160e,2015-10-30,Present
A_c1be87,2015-11-02,Present
A_aedef1,2015-11-03,Present
